,Title,Album,Artist,Duration (ms),Rating,Play Count,Removed
0,Genghis Fuck Scenes (Explicit),Oslo: Burning The Bridge To Nowhere (Explicit),Doug Stanhope,207000,0,3,
0,Gentlemen vs. Dudes,Buried Alive,Aziz Ansari,165000,0,1,
0,Georgia On My Mind,Crazy Love,Michael Bublé,188000,0,2,
0,Georgia On My Mind,Best of Jazz 100 Classics,Billie Holliday,198000,0,1,
0,Georgie Porgie,50 Fun Nursery Rhymes,Kidzone,79000,0,13,
0,German Cowboy In Mexico,Live from Wembley,Eddie Izzard,321000,0,1,
0,German Cradle Song,Lullabies for Sleepy Eyes,Susie Tallman,152000,0,4,
0,Germany,Tragedy Plus Comedy Equals Time,Patton Oswalt,314000,0,1,
0,Get A Hold Of Yourself,Momentum (Deluxe Version),Jamie Cullum,219000,0,2,
0,Get Back,1967-1970 (2 of 2),The Beatles,193000,0,1,
0,Get Get Down,Cream Ibiza Classics (Disc 1),Paul Johnson,194349,0,1,
0,Get Home,All This Bad Blood,Bastille,191000,0,6,
0,Get Lucky,Random Access Memories,Daft Punk feat. Pharrell Williams,369000,0,5,
0,Get Lucky,Random Access Memories,Daft Punk feat. Pharrell Williams,369629,0,5,
0,Get Off My Block (feat. Captainsparklez),In Real Life,Tryhardninja,222000,0,1,
0,Get To Heaven,Get To Heaven (Deluxe),Everything Everything,223000,0,1,
0,Gether,Halle Saale,Super Flu,204000,0,17,
0,Getting Nowhere,Laidback Beats 2015,Magnetic Man feat. John Legend,266000,0,15,
0,Getting Pumped (Spoken Word),I&#39;m Gonna Be Dead Someday,Joe Rogan,222000,0,5,
0,Getting Recognized In New York,Intimate Moments For A Sensual Evening,Aziz Ansari,40000,0,1,
0,Getting The Sniffles On A Flight,Intimate Moments For A Sensual Evening,Aziz Ansari,34000,0,1,
0,Gettin&#39; Over (feat. Chris Willis),One More Love,David Guetta,182000,0,6,
0,Gettin&#39; Over You (feat. Fergie &amp; LMFAO),One More Love,David Guetta,188000,0,5,
0,Ghetto Heaven,Return of the 90s,The Family Stand,277000,0,2,Yes
0,Ghetto Life,4R0:20 (Parental Advisory),Afroman,565000,0,2,
0,Ghost,Chapter One,Ella Henderson,213000,0,1,
0,Ghosts (Instrumental Demo),The Gift (Deluxe Edition),The Jam,155000,0,1,
0,Ghosts &#39;n&#39; Stuff,5 years of mau5,deadmau5,328000,0,2,
0,Ghosts,The Gift (Deluxe Edition),The Jam,129000,0,2,
0,Gianni Schicchi: O mio babbino caro,The Greatest Classical Composers of Italy,"Rita Streich, Orchester der Deutschen Oper Berlin and Reinhard Peters",124000,0,13,
0,Giant Black Cock,Before Turning The Gun On Himself...,Doug Stanhope,353000,0,2,
0,Gimme Shelter,Let It Bleed,The Rolling Stones,270000,0,3,
0,Gimme Shelter,Anthology,The Rolling Stones,270782,0,3,
0,Gimme Shelter,Hot Rocks 1964-1971 The Greatest Hits (Disc 2),The Rolling Stones,271592,0,3,
0,Gimme Your Love,Head Up High,Morcheeba,290000,0,2,
0,Gin And Juice,Doggystyle,Snoop Dogg,211000,0,20,
0,Ginger Lynn 1 (Spoken Word),I&#39;m Gonna Be Dead Someday,Joe Rogan,21000,0,3,
0,Ginger Lynn 2 (Spoken Word),I&#39;m Gonna Be Dead Someday,Joe Rogan,11000,0,5,
0,Giordano: Andrea Chénier / Act 4 - Vicino a te s&#39;acqueta l&#39;irrequieta anima mia,Opera,Andrea Bocelli,478000,0,1,
0,Giordano: Fedora / Act 2 - &quot;Amor ti vieta&quot;,Pavarotti The 50 Greatest Tracks,Luciano Pavarotti,107000,0,2,
0,Giordano: Fedora / Act 2 - &quot;Amor ti vieta&quot;,Opera,Andrea Bocelli,111000,0,2,
0,Giorgio by Moroder,Random Access Memories,Daft Punk,544622,0,3,
0,Giorgio by Moroder,Random Access Memories,Daft Punk,544000,0,3,
0,Girl from Oklahoma,Feel The Steel (Japan/UK/OZ/NZ Version),Steel Panther,236000,0,9,
0,"Girl You&#39;ll Be A Woman Soon (Live At Greek Theatre, Los Angeles/1972)",Hot August Night (40th Anniversary Deluxe Edition),Neil Diamond,168000,0,1,Yes
0,Girls and Boys (2012 - Remaster),Parklife [Special Edition] (Special Edition),Blur,291000,0,2,
0,Girls and Boys (Pet Shop Boys 12&#39;&#39; Remix;2012 - Remaster),Parklife [Special Edition] (Special Edition),Blur,436000,0,2,
0,Girls and Boys Come Out to Play,50 Fun Nursery Rhymes,Kidzone,59000,0,7,
0,Girls That Say Wooooo! And Dumb Dudes,Buried Alive,Aziz Ansari,220000,0,2,
0,Girls,The 1975,The 1975,254000,0,2,Yes
0,Gitchy Goomy (Live/Greek Theatre/Los Angeles/1972),Hot August Night (40th Anniversary Deluxe Edition),Neil Diamond,229000,0,1,Yes
0,Give It Up,Red,Datarock,167000,0,1,
0,Give Life Back to Music,Random Access Memories,Daft Punk,275000,0,3,
0,Give Life Back to Music,Random Access Memories,Daft Punk,275406,0,3,
0,Give My Love To Rose,American IV: The Man Comes Around,Johnny Cash,207000,0,4,
0,Givin the Dog a Bone,Back In Black,AC/DC,211000,0,3,
0,glad you came,Brit Awards 2012,the wanted,198163,0,1,
0,Glasgow Accents / Nine and a Half Guitars (Live),Classic Connolly,Billy Connolly,543000,0,2,
0,Glasgow,Nothing But the Beat Ultimate,David Guetta,313000,0,4,
0,Glitter Freeze (Feat. Mark E Smith),Plastic Beach,Gorillaz,243000,0,1,
0,Glitterball (feat. Ella Henderson),Life (Deluxe),Sigma,226000,0,15,
0,"Gloria in D Major, RV 589: I. Gloria in excelsis",The Greatest Classical Composers of Italy,"Academy of Ancient Music, Oxford Choir of Christ Church Cathedral and Simon Preston",142000,0,5,
0,Glory Box,Dummy,Portishead,308000,0,3,
0,Gloryhole,All You Can Eat,Steel Panther,272000,0,1,
0,Glow,Chapter One,Ella Henderson,228000,0,2,
0,Gnossiennes: No. 1 - Lent,Ultimate Classical for Babies,Martin Jacoby,262000,0,1,
0,Gnossiennes: No. 6,Ultimate Classical for Babies,Martin Jacoby,116000,0,1,
0,Go Far (feat. Will Heard),We The Generation,Rudimental,270000,0,2,
0,Go Home,Eliza Doolittle,Eliza Doolittle,177000,0,2,
0,Go Kart Racing,Slippery When Moist,Garfunkel and Oates,124000,0,5,
0,Go Kindergarten (Explicit),The Wack Album,The Lonely Island,148000,0,1,
0,Go Out,The Magic Whip,Blur,280000,0,1,
0,Go Slow,Days Are Gone,HAIM,256000,0,1,
0,Go To The Mirror!,Tommy (Remastered),The Who,227000,0,3,Yes
0,Go With the Flow,Songs for the Deaf [Deluxe Edition],Queens of the Stone Age,187165,0,2,
0,Go With The Flow,Songs For The Deaf (UK Version),Queens Of The Stone Age,187000,0,2,
0,Go Your Own Way,Rumours,Fleetwood Mac,223000,0,6,
0,Go,Slippery When Moist,Garfunkel and Oates,43000,0,1,
0,Go-Kart Track Massacre (Explicit),Oslo: Burning The Bridge To Nowhere (Explicit),Doug Stanhope,75000,0,2,
0,God Is in the Radio,Songs for the Deaf [Deluxe Edition],Queens of the Stone Age,365528,0,1,
0,God Is On The Radio,Songs For The Deaf (UK Version),Queens Of The Stone Age,364000,0,1,
0,God Save The Spleen,Land of the Freaks,Freak Kitchen,267000,0,1,
0,Going Back (2016 Remastered),The Singles,Phil Collins,278000,0,3,
0,Going Down,Turns Into Stone,The Stone Roses,169010,0,2,
0,Going Home: Theme Of The Local Hero,The Best Of Dire Straits &amp; Mark Knopfler - Private Investigations,Mark Knopfler,300000,0,3,
0,Going Out Tonite,"Hungry Hustlerz, The: Starvation is Motivation",Afroman fea. Blaq &amp; Strainj,244000,0,1,
0,Goin&#39; in the Backdoor,Lower the Bar,Steel Panther,190000,0,6,
0,Gold Digging Whore,Balls Out,Steel Panther,234000,0,7,
0,Gold Dust Woman,Rumours,Fleetwood Mac,295000,0,3,
0,Gold Dust,Tribute,John Newman,212000,0,2,
0,"Goldberg Variations, BWV 988: Aria",Bach,Henrik Måwe,291000,0,3,
0,Golden Slumbers (Remastered 2009),Abbey Road (Remastered),The Beatles,91000,0,1,
0,Golden Touch,Up All Night,Razorlight,205216,0,1,
0,Golden Years,Anthology,David Bowie,240219,0,1,
0,Gone Hollywood,Breakfast In America,Supertramp,320989,0,1,
0,Gone in the Morning,Hand Built By Robots,Newton Faulkner,140000,0,5,Yes
0,Goner,Blurryface,Twenty One Pilots,236000,0,1,
0,Gonna Leave You,Songs for the Deaf [Deluxe Edition],Queens of the Stone Age,170212,0,2,
0,Gonna Leave You,Songs For The Deaf (UK Version),Queens Of The Stone Age,170000,0,2,
0,Gonna Love Ya,Stories,Avicii,215000,0,32,
0,Good as Gold (Stupid As Mud),Miaow,Beautiful South,227838,0,1,
0,Good Bait (Remastered),Hot House,Dizzy Gillespie,179000,0,3,
0,"Good Bait (Remastered, Part 2)",Hot House,Dizzy Gillespie,166000,0,2,
0,"Good Day In Hell (Live at The Los Angeles Forum, 10/20-22/76)",Hotel California (40th Anniversary Expanded Edition),Eagles,328000,0,1,
0,Good Day Sunshine (Remastered 2009),Revolver (Remastered),The Beatles,129000,0,3,
0,Good Enough to Keep,Best of Jazz 100 Classics,Charlie Christian,175000,0,1,
0,Good Feeling,Wild Ones,Flo Rida,248000,0,5,
0,Good Grief,Wild World (Complete Edition),Bastille,206000,0,1,
0,Good Guy,Caligula,Anthony Jeselnik,132000,0,1,
0,Good Intentions,Solidarity Breaks,Bernhoft,239000,0,1,
0,Good Morning To The Night,Good Morning To The Night (Deluxe Version),Elton John Vs PNAU,201000,0,2,
0,Good Times,Life (Deluxe),Sigma,225000,0,5,
0,Goodbye Blue Sky (2011 Remastered Version),The Wall (2011 - Remaster),Pink Floyd,167000,0,6,
0,Goodbye Cruel World (2011 Remastered Version),The Wall (2011 - Remaster),Pink Floyd,73000,0,3,
0,Goodbye Friend (feat. The Script),Listen (Deluxe),David Guetta,229000,0,36,
0,Goodbye Friend (feat. The Script),Listen Again,David Guetta,229000,0,6,
0,Goodbye Mr A,The Trick To Life,The Hoosiers,266000,0,1,
0,Goodbye To A World,Worlds,Porter Robinson,328000,0,1,
0,Goodnight Goodbye,Tribute,John Newman,223000,0,2,
0,Goodnight To You All,Lullabies for Sleepy Eyes,Susie Tallman,135000,0,2,
0,"Goodnite, Clark Adams",From Across The Street,Doug Stanhope,433000,0,3,
0,Goody Two Shoes,Quack,Duck Sauce,269000,0,10,
0,Google,Slippery When Moist,Garfunkel and Oates,160000,0,1,
0,Goss: See Amid The Winter&#39;s Snow,Carols from King&#39;s College Cambridge (Classic FM: The Full Works),"The Choir of King&#39;s College, Cambridge",233000,0,7,
0,Got Married,Doing My Time,Jim Gaffigan,279000,0,1,
0,Got To Get You Into My Life (Remastered 2009),Revolver (Remastered),The Beatles,149000,0,2,
0,Got To Me,Ridiculous - Expanded Reissue,Squeeze,225000,0,1,
0,Gotta Stop Drinkin,Drunk N High (Parental Advisory),Afroman,246000,0,2,
0,Gounod: Ave Maria: arr. from Bach&#39;s Prelude No.1 BWV 846 - Ave Maria,Pavarotti The 50 Greatest Tracks,Luciano Pavarotti,177000,0,1,
0,Gouryella,Cream Ibiza Classics (Disc 2),Gouryella,319000,0,6,
0,Gouryella,Dave Pearce Trance Anthems 2009,Gouryella,160000,0,12,
0,Grace,I&#39;ve Been Expecting You,Robbie Williams,193000,0,1,
0,Grace,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,185000,0,3,
0,Grace,Grace (Legacy Edition),Jeff Buckley,322000,0,1,
0,Graceland,Graceland,Paul Simon,291000,0,23,
0,Grains,Migration,Bonobo,268000,0,3,
0,Grand Canyon,OutRun,Kavinsky,192000,0,4,
0,Gravy Drinker,Doing My Time,Jim Gaffigan,329000,0,2,
0,Greatest Love Of All,Whitney Houston,Whitney Houston,291000,0,1,
0,Greece 2000,Cream Ibiza Classics (Disc 2),Three Drives,292000,0,8,
0,Green Valley,18 Months,Calvin Harris,109000,0,11,
0,Greensleeves,Ultimate Classical for Babies,Alice Kirwan,127000,0,3,
0,Greetings/Girlfriends (Spoken Word),I&#39;m Gonna Be Dead Someday,Joe Rogan,121000,0,4,
0,Grenade,Now 78 - CD 1,Bruno Mars ,221699,0,2,
0,Grindr,Buried Alive,Aziz Ansari,158000,0,1,
0,Grocery Robots,My Weakness Is Strong (DMD Album),Patton Oswalt,171000,0,1,
0,Groove Is in the Heart,Return of the 90s,Deee-Lite,234000,0,1,Yes
0,Groove Theory,Tropical House,Jox Talay,206000,0,2,
0,Grouch Of The Day,Ridiculous - Expanded Reissue,Squeeze,207000,0,1,
0,Guaglione,King of the Mambo (The Hits Book),Perez Prado,144000,0,1,
0,Guitar Man,The Essential Jerry Reed,Jerry Reed,147000,0,1,
0,Gumboots,Graceland,Paul Simon,164000,0,15,
0,Gun (Groundislava Remix),This Is Dance 2014,CHVRCHES,342000,0,17,
0,Guy With The Red Umbrella,Doing My Time,Jim Gaffigan,175000,0,2,
0,Gymnopédies : I. Lent et douloureux,Ultimate Classical for Babies,Martin Jacoby,263000,0,2,
0,Gymnopédies: I. Lent et douloureux,Ultimate Classical for Babies,Alice Kirwan,177000,0,2,
0,Gymnopédies: III. Lent et grave,Ultimate Classical for Babies,Martin Jacoby,201000,0,4,
0,Gypsy Woman (feat. Sweet Female Attitude),Garage Classics,The House &amp; Garage Orchestra,211000,0,4,
0,Gypsy Woman (La Da Dee La Da Da),Clubland 90s,Crystal Waters,218000,0,4,
0,Gz And Hustlas,Doggystyle,Snoop Dogg,275000,0,8,
0,H.S. Crush,Cutting,Amy Schumer,234000,0,1,
0,Habañera (from Carmen),Opera&#39;s Greatest Moments,Royal Philharmonic Orchestra,285000,0,1,
0,Half A World Away,Unplugged 1991/2001: The Complete Sessions,R.E.M.,238000,0,1,
0,Half Light (TCTS Remix),This Is Chill,Wilkinson,253000,0,20,
0,Half Time,Lioness: Hidden Treasures,Amy Winehouse,230000,0,1,
0,Hallelujah (Remastered),Hot House,Dizzy Gillespie,240000,0,1,
0,Hallelujah,Grace (Legacy Edition),Jeff Buckley,413000,0,3,
0,Halo,White on Blonde,Texas,250877,0,2,
0,Handbags And Gladrags (Decade In The Sun Version),This Is Acoustic,Stereophonics,277000,0,2,
0,Handbags And Gladrags,Just Enough Education to Perform,Stereophonics,277000,0,1,
0,"Handjob, Blandjob, I Don&#39;t Understand Job",Slippery When Moist,Garfunkel and Oates,207000,0,2,
0,Hands Open,Eyes Open,Snow Patrol,195000,0,1,
0,Hands Open,Eyes Open (Bonus Track),Snow Patrol,197000,0,1,Yes
0,Hands Open,Eyes Open [Deluxe Limited Edition CD/DVD],Snow Patrol,197484,0,1,
0,Handy,Mandatory Fun,&quot;Weird Al&quot; Yankovic,176000,0,8,
0,Hang On Me,MASSEDUCTION,St. Vincent,168000,0,1,
0,Hang on to Your Love,The Best of Sade,Sade,270077,0,1,
0,Hanging On The Telephone,Parallel Lines,Blondie,142313,0,1,
0,Hanging Tree,Songs For The Deaf (UK Version),Queens Of The Stone Age,186000,0,1,
0,Hangover,Before Turning The Gun On Himself...,Doug Stanhope,199000,0,3,
0,Happier,÷ (Deluxe),Ed Sheeran,207000,0,7,
0,Happy Happy Village (Blue Blue),Earthbound (2010),The Adventures of Duane &amp; BrandO,123000,0,1,
0,Happy Together,The Gift (Deluxe Edition),The Jam,170000,0,2,
0,Happy Trumpeter (Magic Trumpet) [Remastered 2016],That Happy Feeling (Remastered 2016),Bert Kaempfert,156000,0,11,
0,Happy Ways,"The Smoker You Drink, The Player You Get",Joe Walsh,161000,0,1,Yes
0,Harassing Harris On Facebook,Intimate Moments For A Sensual Evening,Aziz Ansari,239000,0,1,
0,Hard Habit to Break :You&#39;re the Inspiration (Live),Chicago in Chicago (Live),Chicago,427000,0,1,
0,Hard Times,Journeyman,Eric Clapton,194000,0,1,
0,Hard to Love (feat. Jessie Reyez),Funk Wav Bounces Vol.1,Calvin Harris,230000,0,4,
0,Hard to Say I&#39;m Sorry:Get Away:Feelin&#39; Stronger Every Day (Live),Chicago in Chicago (Live),Chicago,499000,0,1,
0,Hard Work,Chapter One,Ella Henderson,271000,0,2,
0,Harder Better Faster Stronger,Discovery,Daft Punk,224311,0,13,
0,Harder To Breathe,Songs About Jane,Maroon 5,173712,0,1,
0,"Harder, Better, Faster, Strong",Discovery,Daft Punk,224311,0,11,
0,Harlem Hospitality,Best of Jazz 100 Classics,Cab Calloway,156000,0,1,
0,Harris&#39;s College Essay,Dangerously Delicious,Aziz Ansari,420000,0,2,
0,Harry Potter and the Drunk Teenage Animals Escaping From Zoos,Animal Vehicle,The Axis of Awesome,216000,0,2,
0,Haunt (Demo),All This Bad Blood,Bastille,172000,0,3,
0,Have a Drink on Me,Back In Black,AC/DC,238000,0,3,
0,Have A Nice Day,Bon Jovi Greatest Hits,Bon Jovi,228000,0,1,Yes
0,Have A Nice Day,Bon Jovi Greatest Hits - The Ultimate Collection (Deluxe Package),Bon Jovi,228000,0,1,Yes
0,Have A Nice Day,Just Enough Education to Perform,Stereophonics,205000,0,2,
0,Have I Told You Lately That I Love You (with Naturally 7),To Be Loved,Michael Bublé,206000,0,3,
0,Have Yourself A Merry Little Christmas,Christmas (Deluxe Special Edition),Michael Bublé,230000,0,13,
0,Haven&#39;t Met You Yet,Crazy Love,Michael Bublé,244000,0,8,
0,Having a Kid is a Crazy Gamble,Buried Alive,Aziz Ansari,109000,0,2,
0,Having My Baby,Doing My Time,Jim Gaffigan,248000,0,1,
0,He Always Comes Back To Me,For Northern Soul Collectors: Volume 1,Clydie King,152000,0,1,
0,He Can Only Hold Her,Back To Black,Amy Winehouse,164000,0,1,
0,He Was You,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Mark Mancina,50000,0,1,
0,Head Shoulders Knees and Toes,50 Fun Nursery Rhymes,Kidzone,71000,0,12,
0,Hear The Bells (feat. Imaginary Cities),Worlds,Porter Robinson,286000,0,1,
0,Heart And Soul (2006 Digital Remaster),Greatest Hits,Huey Lewis &amp; The News,251000,0,1,
0,Heart And Soul,Sports,Huey Lewis &amp; The News,253000,0,1,
0,Heart Skips A Beat (Feat. Rizzle Kicks),Now That&#39;s What I Call Music! 80 [Double CD],Olly Murs,202159,0,8,
0,Heart to Heart,The Essential Kenny Loggins,Kenny Loggins,319000,0,1,
0,Heart Upon My Sleeve,True,Avicii,283000,0,22,
0,Heartache Tonight,The Very Best Of The Eagles,"Eagles, The",266843,0,4,
0,Heartache Tonight,Crazy Love,Michael Bublé,232000,0,1,
0,Heartbreak Hotel,Elv1s 30 #1 Hits,Elvis Presley,127972,0,2,
0,Heartlight,The Essential Kenny Loggins,Kenny Loggins,235000,0,2,
0,Hearts Don&#39;t Break Around Here,÷ (Deluxe),Ed Sheeran,248000,0,5,
0,Hearts On Fire,In Ghost Colours,Cut Copy,292000,0,1,
0,"Heatstroke (feat. Young Thug, Pharrell Williams &amp; Ariana Grande)",Funk Wav Bounces Vol.1,Calvin Harris,229000,0,8,
0,Heaven (Candlelight Mix),Greatest - DJ Sammy,DJ Sammy,242000,0,1,
0,Heaven From Here,I&#39;ve Been Expecting You,Robbie Williams,185000,0,1,
0,Heaven Knows,Ridiculous - Expanded Reissue,Squeeze,274000,0,2,
0,Heaven Scent (Original Mix),Cream Anthems 2000,Bedrock,252331,0,1,
0,Heaven,80s Power Ballads,Warrant,273000,0,4,
0,Heaven,Greatest - DJ Sammy,DJ Sammy,235000,0,2,
0,heavens above,That Mitchell &amp; Webb Sound Disc 2,That Mitchell &amp; Webb Sound,152120,0,3,
0,Heavy Fuel,Sultans Of Swing - The Very Best Of Dire Straits (CD 1 Of Limited Edition),Dire Straits,295000,0,1,
0,Heavydirtysoul,Blurryface,Twenty One Pilots,234000,0,3,
0,Hell Could Freeze (feat. Angel Haze),Home (Deluxe Edition),Rudimental,280000,0,1,
0,Hello Again,All-Time Greatest Hits,Neil Diamond,241000,0,1,Yes
0,Hello Igglepiggle!,In the Night Garden… A Musical Journey…The Album,In The Night Garden,39000,0,6,
0,Hello Makka Pakka!,In the Night Garden… A Musical Journey…The Album,In The Night Garden,27000,0,4,
0,Hello Pontipines!,In the Night Garden… A Musical Journey…The Album,In The Night Garden,53000,0,4,
0,Hello Upsy Daisy!,In the Night Garden… A Musical Journey…The Album,In The Night Garden,41000,0,5,
0,Hello,Now 78 - CD 2,Martin Solveig Feat. Dragonette,166000,0,4,
0,Hello,(What&#39;s the Story) Morning Glory?,Oasis,202786,0,1,
0,"Hello, Goodbye",1967-1970 (1 of 2),The Beatles,210000,0,1,
0,Hello,25,Adele,295000,0,4,
0,Hells Bells,Back In Black,AC/DC,312000,0,17,
0,Hell&#39;s on Fire [*],Feel The Steel (Japan/UK/OZ/NZ Version),Steel Panther,181000,0,4,
0,Helsinki Scorchin&#39;,"In Search of Sunrise, Vol. 5 Disc 2",DJ Tab,399745,0,1,
0,Her Majesty (Remastered 2009),Abbey Road (Remastered),The Beatles,25000,0,1,
0,Here 2 China,18 Months,Calvin Harris and Dillon Francis feat. Dizzee Rascal,152000,0,7,
0,Here Comes The Sun (Remastered 2009),Abbey Road (Remastered),The Beatles,185000,0,1,
0,Here Comes the Sun,1967-1970 (2 of 2),The Beatles,187000,0,1,
0,Here For You,This Is Chill,Gorgon City,231000,0,28,
0,Here We Go Round the Mulberry Bush,50 Fun Nursery Rhymes,Kidzone,73000,0,8,
0,"Here, There And Everywhere (Remastered 2009)",Revolver (Remastered),The Beatles,144000,0,5,
0,Heroin,Gremlins Have Pictures,Roky Erickson,266000,0,1,
0,Hey Brother (Avicii By Avicii),True: Avicii By Avicii,Avicii,369000,5,30,
0,Hey Brother,True,Avicii,255000,0,60,
0,Hey Diddle Diddle,50 Fun Nursery Rhymes,Kidzone,70000,0,8,
0,Hey Girl in the Moonlight,Slippery When Moist,Garfunkel and Oates,81000,0,1,
0,Hey Hey,Unplugged (Remastered),Eric Clapton,226000,0,2,
0,Hey Joe,Experience Hendrix (The Best Of Jimi Hendrix),Jimi Hendrix,209000,0,5,
0,Hey Joe,Are You Experienced,The Jimi Hendrix Experience,210000,0,2,
0,Hey Jude,1967-1970 (1 of 2),The Beatles,428000,0,1,
0,Hey Laura,Liquid Spirit (Deluxe Version),Gregory Porter,199000,0,14,
0,Hey Mama (feat. Nicki Minaj &amp; Afrojack),Listen (Deluxe),David Guetta,192000,0,40,
0,"Hey Mama (feat. Nicki Minaj, Bebe Rexha &amp; Afrojack) [Cesqeaux &amp; Jeremia Jones Remix] [Listenin&#39; Continuous Album Mix]",Listen Again,David Guetta,41000,0,2,
0,"Hey Mama (feat. Nicki Minaj, Bebe Rexha &amp; Afrojack) [Club Killers Remix] [Listenin&#39; Continuous Mix]",Listen Again,David Guetta,133000,0,2,
0,"Hey Mama (feat. Nicki Minaj, Bebe Rexha &amp; Afrojack) vs. The Whisperer [feat. Sia] [Listenin&#39; Continuous Mix]",Listen Again,David Guetta,127000,0,24,
0,"Hey Mama (feat. Nicki Minaj, Bebe Rexha &amp; Afrojack)",Listen Again,David Guetta,192000,0,12,
0,"Hey Mama (feat. Nicki Minaj, Bebe Rexha &amp; Afrojack) [Noodles Remix] [Listenin&#39; Continuous Mix]",Listen Again,David Guetta,103000,0,3,
0,"Hey Mama (feat. Nicki Minaj, Bebe Rexha &amp; Afrojack) [Afrojack Remix] [Listenin&#39; Continuous Mix]",Listen Again,David Guetta,31000,0,2,
0,Hey Now!,(What&#39;s the Story) Morning Glory?,Oasis,341574,0,1,
0,Hey There Delilah,My Songs 2014,Plain White T&#39;s,232000,0,1,
0,Hey You (2011 Remastered Version),The Wall (2011 - Remaster),Pink Floyd,278000,0,3,
0,"Hey, Thats No Way To Say Goodbye ",Greatest Hits,Leonard Cohen,174809,0,1,
0,Hi,"Scissors, Paper, Rock!",The Axis of Awesome,10000,0,4,
0,Hickory Dickory Dock,50 Fun Nursery Rhymes,Kidzone,66000,0,8,
0,Hideaway (feat. Tough Love &amp; Reigns),Garage Classics,The House &amp; Garage Orchestra,210000,0,6,
0,Hideaway,Sound Of A Woman,Kiesza,252000,5,17,
0,High And Dry (South Bank Show),Twentysomething,Jamie Cullum,334000,0,2,
0,High As F%#k,You Want Some of This?,Jon Lajoie,174000,0,13,
0,High flying bird,Onka&#39;s Big Moka,Toploader,250381,0,1,
0,High For This,This Is Chill,Ellie Goulding,259000,0,34,
0,High Hopes (Live At Pompeii 2016),Live At Pompeii,David Gilmour,571000,0,6,
0,High Life,Discovery,Daft Punk,201820,0,7,
0,High Life,Discovery,Daft Punk,201820,0,7,
0,High Times (Remastered),Travelling Without Moving (Special Edition),Jamiroquai,360000,0,1,
0,Higher (feat. Labrinth),Life (Deluxe),Sigma,243000,0,15,
0,Higher Ground,Innervisions,Stevie Wonder,222613,0,1,
0,Higher state,Onka&#39;s Big Moka,Toploader,190666,0,1,
0,Hip Hip Hoorah,Land of the Freaks,Freak Kitchen,280000,0,1,
0,Hip To Be Square,Fore!,Huey Lewis &amp; The News,245000,0,4,
0,Ho Hey,This Is Acoustic,The Lumineers,162000,0,3,
0,Hold Back The River,Chaos And The Calm (Deluxe),James Bay,238000,0,6,
0,Hold Back The River,This Is Acoustic,James Bay,218000,0,3,
0,Hold Me While You Wait,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,205000,0,1,
0,Hold My Hand,I Cry When I Laugh (Deluxe),Jess Glynne,227000,0,7,
0,Hold On Longer,Love In The Future (Deluxe Edition),John Legend,158000,0,1,
0,Hold On,Crazy Love,Michael Bublé,245000,0,1,
0,Hold On,Razorlight,Razorlight,206156,0,2,
0,Hold On,Razorlight,Razorlight,206156,0,2,
0,Holding on to Nothing,Ministry of Sound: The Annual Summer 2003 Disc 2,Agnelli/Nelson,318000,0,1,
0,Holding Onto Nothing,Ministry Of Sound: The Annual 2004,Agnelli &amp; Nelson; Aureas,221000,0,1,
0,"Holiday (feat. Snoop Dogg, John Legend &amp; Takeoff)",Funk Wav Bounces Vol.1,Calvin Harris,169000,0,8,
0,Holly Holy,All-Time Greatest Hits,Neil Diamond,280000,0,1,Yes
0,Holly Jolly Christmas,Christmas (Deluxe Special Edition),Michael Bublé,119000,0,13,
0,Holy Ground,Red,Taylor Swift,202000,0,4,Yes
0,Home Again,My Songs 2014,Michael Kiwanuka,210000,0,1,
0,Home Again,This Is Acoustic,Michael Kiwanuka,211000,0,1,
0,Home,Home (Deluxe Edition),Rudimental,232000,0,2,
0,Home,I Cry When I Laugh (Deluxe),Jess Glynne,219000,0,1,
0,Home,Electric Lines (Deluxe Version),Joe Goddard,269000,0,8,
0,Home,Cream Ibiza Classics (Disc 2),Chakra,292000,0,6,
0,Home,When It Falls (USA Version),Zero 7,276000,0,2,
0,Homeless (Demo),Graceland,Paul Simon,150000,0,7,
0,Homeless (Live At The Bedford),Live At The Bedford,Ed Sheeran,225000,0,2,
0,Homeless Guy,Thrilled,Tom Segura,233000,0,1,
0,Homeless,Graceland,Paul Simon,228000,0,10,
0,Hometown Glory,19,Adele,271000,0,1,
0,Hometown,Blurryface,Twenty One Pilots,234000,0,1,
0,Honey Man Blues,Best of Jazz 100 Classics,Bessie Smith,193000,0,1,
0,Honey Suckle Rose,Best of Jazz 100 Classics,Charlie Christian,181000,0,1,
0,Honey Sun,The Take Off And Landing Of Everything (The Take Off and Landing of Everything),Elbow,296000,0,1,
0,Honey &amp; I,Days Are Gone,HAIM,250000,0,1,
0,Honky Tonk Blues,Sports,Huey Lewis &amp; The News,200000,0,1,
0,Honky Tonk Women,Hot Rocks 1964-1971 The Greatest Hits (Disc 2),The Rolling Stones,179433,0,1,
0,Honky Tonk Women,Hot Rocks 1964-1971,The Rolling Stones,179000,0,1,
0,Hooked By Love,For Northern Soul Collectors: Volume 1,Homer Banks,126000,0,1,
0,Hoooot Pocket!,Doing My Time,Jim Gaffigan,312000,0,1,
