Title,Owner,Description,Shared,Deleted
"Live It Up: The Best of 80s Pop","","As someone should have said about pop music during the 80s: You&#39;ve never had it so good. Pop dominated the decade of Thatcher, the Cold War and massive shoulder pads. So as one of that decade&#39;s most colourful exponents, Belinda Carlise, releases a Greatest Hits set, what better time to revisit the period of pop&#39;s glorious ten years in the sun? As Frankie and Lionel Richie might have said: Relax and get ready to start dancing on the ceiling!","Yes",""
