Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Stan Getz &amp; The Oscar Peterson Trio: Pennies From Heaven","Three Classic Albums Plus (Stan Getz &amp; The Oscar Peterson Trio / Hamp &amp; Getz / Jazz Giants) (Digitally Remastered)","Stan Getz","315000","5","2","","31"
