Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Theme from &quot;Summer of &#39;42&quot;","White Rabbit (CTI Records 40th Anniversary Edition - Original recording remastered)","George Benson","306000","5","6","","107"
