Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 &quot;Moonlight&quot;: II. Allegretto","&quot;Fur Elise&quot;: Teach Your Cat Piano!","Dubravka Tomšič","132000","5","3","","79"
