Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Beethoven: Piano Concerto No.5 in E flat major Op.73 -&quot;Emperor&quot; - 2. Adagio un poco mosso","The Art of Ashkenazy","Vladimir Ashkenazy","464000","5","4","","96"
