Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Nabucco, Act 3: &quot;Va pensiero&quot; (Chorus of the Hebrew Slaves) (feat. Chorus of the Royal Opera House Covent Garden)","Best Of Opera [International Version]","Bernard Haitink","329000","5","2","","27"
