Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Moodsville","Early R &#39;N&#39; B Hits, Essential Tracks and Rarities, Vol. 6","Coleman Hawkins &amp; His Orchestra","384000","5","1","","32"
