Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Cafe Del Mar (Three &#39;N One Radio Edit)","A State Of Trance 650 (Selected by Armin van Buuren, BT, Aly &amp; Fila, Kyau &amp; Albert and Omnia)","Energy 52","230000","5","1","","22"
