Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Don&#39;t You Worry Child (Acoustic Version) [feat. John Martin]","Don&#39;t You Worry Child (feat. John Martin)","Swedish House Mafia","257000","5","7","","158"
