Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Arrival of the Queen of Sheba (from &#39;Solomon&#39;)","100 Masterpieces Vol. 2 (1731-1775)","1749 Handel","198999","0","4","","0"
