Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"1875 Bizet: Les Toreadors, from &quot;Carmen&quot;","100 Masterpieces Vol. 8 (1867-1876)","1875 Bizet: Les Toreadors, from &quot;Carmen&quot;","141686","0","1","","4"
