Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"1838 Chopin - Polonaise in A, Op.40 No.3, &quot;Military&quot;","100 Masterpieces Vol.5 (1811-1841)","1838 Chopin - Polonaise in A, Op.40 No.3, &quot;Military&quot;","315007","0","1","","31"
