Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Lift Me Up (feat. Nico &amp; Vinz, Ladysmith Black Mambazo) vs. Bang My Head (feat. Sia) [Listenin&#39; Continuous Mix]","Listen Again","David Guetta","172000","0","6","","62"
