Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Night Of Your Life (feat. Jennifer Hudson)","Nothing But the Beat Ultimate","David Guetta - Jennifer Hudson","221000","0","25","","52"
