Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"I&#39;ll Keep Loving you (feat. Birdy &amp; Jaymes Young)","Listen (Deluxe)","David Guetta","188000","0","22","","42"
