Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Yesterday (feat. Bebe Rexha) vs. Lift Me Up (feat. Nico &amp; Vinz, Ladysmith Black Mambazo) [Listenin&#39; Continuous Mix]","Listen Again","David Guetta","164000","0","5","","68"
