Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Light My Body Up (feat. Nicki Minaj &amp; Lil Wayne)","Light My Body Up (feat. Nicki Minaj &amp; Lil Wayne)","David Guetta","225000","0","5","","27"
