Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"P&#39;&#39;&#39;y Whipped, Best Friends (Shiny Happy Jihad)","Shiny Happy Jihad","Joe Rogan","302000","0","7","","7"
