Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Green Onions (Remastered)","Dancing with the 60&#39;s (100 Classic Hits Remastered)","Booker T. &amp; The M.G&#39;s","174000","0","4","","298"
