Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"That Lady (Part 1 &amp; 2) (Ahmir &quot;?uest Love&quot; Thompson)","The Isley Brothers: Taken To The Next Phase (Reconstructions)","The Isley Brothers","211000","0","2","","139"
