Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"You&#39;ve Lost That Lovin&#39; Feelin&#39; (Single Version)","You&#39;ve Lost That Lovin&#39; Feelin&#39;","The Righteous Brothers","226000","0","1","","428"
