Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"Free Bird","(Pronounced &#39;Leh-&#39;Nérd &#39;Skin-&#39;Nérd)","Lynyrd Skynyrd","558000","5","2","","288"
