Title,Album,Artist,Duration (ms),Rating,Play Count,Removed,Playlist Index
"(What&#39;s So Funny &#39;Bout) Peace, Love And Understanding","Armed Forces","Elvis Costello &amp; The Attractions","212000","0","1","","195"
